id,asset_id,asset_type,transaction_type,description,bo,bo_status,owning_access_group,effective_datetime,node_id,badge_no,serial_no,pallet_no,handed_over_asset,fixed_asset_no,scada_id,condition_rating,condifence_rating,maintenance_specification,bom_part_id,attached_to_asset_id,vehicle_identification_num,license_number,purchase_order_num,location_id,metrology_firmware,nic_firmware,configuration,warranty_expiration_date,warranty_detail,vendor_part_no,owning_access_group_nam,specification,hex_code,field_1,field_2,submitted_datetime,registered_datetime
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 155,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111909,STRC-1111909,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 156,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111910,STRC-1111910,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 157,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111911,STRC-1111911,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 158,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111912,STRC-1111912,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 159,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111913,STRC-1111913,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 160,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111914,STRC-1111914,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 161,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111915,STRC-1111915,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 162,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111916,STRC-1111916,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 163,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111917,STRC-1111917,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 10,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110174,LVED-5110174,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 11,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110175,LVED-5110175,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 12,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110176,LVED-5110176,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 13,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110177,LVED-5110177,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 14,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110178,LVED-5110178,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 15,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110179,LVED-5110179,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 16,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110180,LVED-5110180,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 17,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110181,LVED-5110181,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 18,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110182,LVED-5110182,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 19,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110183,LVED-5110183,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 20,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110184,LVED-5110184,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 21,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110185,LVED-5110185,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 22,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110186,LVED-5110186,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 23,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110187,LVED-5110187,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 24,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110188,LVED-5110188,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 25,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110189,LVED-5110189,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 26,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110190,LVED-5110190,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 27,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110191,LVED-5110191,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 28,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110192,LVED-5110192,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 29,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110193,LVED-5110193,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 30,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110194,LVED-5110194,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 31,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110195,LVED-5110195,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 32,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110196,LVED-5110196,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 33,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110197,LVED-5110197,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 34,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110198,LVED-5110198,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 35,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110199,LVED-5110199,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 36,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110200,LVED-5110200,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 37,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110201,LVED-5110201,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 38,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110202,LVED-5110202,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 39,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110203,LVED-5110203,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 40,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110204,LVED-5110204,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 41,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110205,LVED-5110205,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 42,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110206,LVED-5110206,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 43,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110207,LVED-5110207,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 44,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110208,LVED-5110208,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 45,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110209,LVED-5110209,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 46,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110210,LVED-5110210,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 47,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110211,LVED-5110211,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 48,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110212,LVED-5110212,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 49,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110213,LVED-5110213,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 50,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110214,LVED-5110214,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 51,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110215,LVED-5110215,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 52,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110216,LVED-5110216,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 53,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110217,LVED-5110217,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 54,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110218,LVED-5110218,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 55,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110219,LVED-5110219,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 56,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110220,LVED-5110220,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 57,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110221,LVED-5110221,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 58,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110222,LVED-5110222,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 59,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110223,LVED-5110223,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 60,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110224,LVED-5110224,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 61,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110225,LVED-5110225,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 62,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110226,LVED-5110226,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 63,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110227,LVED-5110227,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 64,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110228,LVED-5110228,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 65,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110229,LVED-5110229,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 66,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110230,LVED-5110230,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 67,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110231,LVED-5110231,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 68,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110232,LVED-5110232,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 69,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110233,LVED-5110233,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 70,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110234,LVED-5110234,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 71,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110235,LVED-5110235,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 72,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110236,LVED-5110236,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 73,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110237,LVED-5110237,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 74,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110238,LVED-5110238,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 75,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110239,LVED-5110239,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 76,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110240,LVED-5110240,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 77,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110241,LVED-5110241,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 78,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110242,LVED-5110242,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,LEVEL-ELECTRODE,ADD,L.ELECTRODE TEST SIT 79,W1-IOSvcGeneralComponent,ATTACHED,PD-S,2021-01-01T02:00:00+00:00,461395866612,LVED-5110243,LVED-5110243,,N,,,0,0,,,44474553630,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
